x,predicted,conf.low,conf.high,group
0,0.4932677040873939,0.4203317848404445,0.5637330140510616,present
0,0.5720356091109092,0.5018811270055787,0.637630155032856,absent
1,0.4921728610388402,0.42006895007660183,0.5626052903868848,present
1,0.5703173121068158,0.5008309684673102,0.6355085389155256,absent
2,0.4911075545534793,0.419342464756283,0.5609596564881566,present
2,0.5686260067858985,0.4990500388102654,0.6327380148079927,absent
3,0.49007110435884005,0.4181712868258481,0.5590246248703936,present
3,0.5668445854084168,0.498183441048417,0.6307622517029607,absent
4,0.48899355477530015,0.4187268109122504,0.558723052451107,present
4,0.5650765565305856,0.4967094087359972,0.6285692594441411,absent
5,0.48784282399583734,0.41706905459957894,0.5564027767727853,present
5,0.5632639511323746,0.49673403468043337,0.6277417858962351,absent
6,0.4867170880539291,0.4158073472157603,0.5543929677460611,present
6,0.5615488384294164,0.4944577659180036,0.6247402565369026,absent
7,0.4856555032626493,0.4159473371490218,0.5538845409863191,present
7,0.5597712633064241,0.49584279727226405,0.6249690649287747,absent
8,0.4846066231331579,0.41515492931991976,0.552391559553296,present
8,0.5580058196227745,0.49505064878969574,0.6235139614254376,absent
9,0.48353947075395576,0.4138834675849049,0.5505738821426782,present
9,0.5562094590992473,0.49137379768703615,0.6192317190023718,absent
10,0.4824913491475585,0.4136242625110726,0.5496176658012415,present
10,0.5544214531644619,0.48950420236817604,0.616558519308754,absent
11,0.4813802869028379,0.41368896188487664,0.5489455708778291,present
11,0.552701674660316,0.48837934281192713,0.6147421313340021,absent
12,0.4803095126255357,0.4131256451676715,0.5476747607948816,present
12,0.550868663045583,0.4865327623980623,0.6122642608907312,absent
13,0.47919487577555736,0.4124478071135794,0.5463599266705201,present
13,0.5490820611754214,0.4852393615305051,0.6104331269465855,absent
14,0.47812077266576836,0.41202015205488773,0.545429954060716,present
14,0.5471923271990962,0.4828835769369705,0.6074498043416454,absent
15,0.4769852663273958,0.41135123412817404,0.5440024897193221,present
15,0.5453599340375945,0.48204662219597727,0.6061212865991695,absent
16,0.4759192903399071,0.41031567464612817,0.5425282596801644,present
16,0.5435711036116341,0.48058423503670156,0.6040271221004478,absent
17,0.47480580770413455,0.41012507363006173,0.5417099500459586,present
17,0.5418137102196026,0.4788747675684149,0.6018524440908259,absent
18,0.4737027230244269,0.40920429323207574,0.5402944109325561,present
18,0.5399972749162144,0.47776621292612526,0.600216066866496,absent
19,0.4726472764818517,0.40796833378805714,0.538794940991721,present
19,0.5381942457554925,0.4763139575717508,0.5983778824847277,absent
20,0.4715762897134844,0.4070081456686254,0.5373714025931305,present
20,0.5363540018864703,0.47471002624918096,0.5965238952452937,absent
21,0.4704777650681841,0.4055641696420134,0.5354599357753341,present
21,0.5345954617332838,0.4733406012331828,0.5949286383604132,absent
22,0.4693623638453255,0.4043825868085541,0.5339667416840348,present
22,0.532853626660082,0.4698515829195384,0.5913147786119904,absent
23,0.4683220754768418,0.40287152073193294,0.5321102080377316,present
23,0.5311116880083216,0.46972872721080466,0.5909094548567665,absent
24,0.46724374655004336,0.4011565865898647,0.530048382314999,present
24,0.5293809773529398,0.4691664822156156,0.5901550665749907,absent
25,0.4661824672013219,0.40033243661173507,0.5287342716024902,present
25,0.5276075199074803,0.4676634226344817,0.5885841295068721,absent
26,0.4651201478436298,0.40026569376701765,0.5281613619074309,present
26,0.5258305638384533,0.46566799671975745,0.5864536825403125,absent
27,0.4640197978590424,0.39894050571431283,0.5266767804555788,present
27,0.5240965059413552,0.46372601515133566,0.5845432667401508,absent
28,0.4629669394128216,0.39738761041483783,0.52497304686866,present
28,0.5223546100875404,0.46250457939865675,0.5834696205547418,absent
29,0.4619023754988058,0.39649973793766496,0.5238410205621761,present
29,0.5205143848999145,0.460286203143863,0.581396607570051,absent
30,0.460859048145974,0.3947726695683573,0.5220613293679908,present
30,0.5186836384383151,0.45927645542226486,0.5805690862486386,absent
31,0.4597661340306525,0.39367478199517586,0.5207118666003229,present
31,0.5168923104397151,0.45853469819483883,0.5797337694866099,absent
32,0.4586759160518001,0.3934307542287473,0.5203202733125931,present
32,0.5151148388718193,0.45633756517282165,0.5777956265121782,absent
33,0.4575942642886492,0.3925497776999102,0.519217921598203,present
33,0.5133597312543806,0.45384629860728243,0.5755441976652427,absent
34,0.4565214478783614,0.3915643408514445,0.5180605840613813,present
34,0.5116356870955421,0.453136228523741,0.5751642462417915,absent
35,0.4554661561324848,0.390745535498532,0.517282849517397,present
35,0.5098450898955925,0.45060252140165463,0.5730073082970915,absent
36,0.4543650406402913,0.39095817890858586,0.5174899728592818,present
36,0.5080618381025791,0.4482463739728626,0.5710494461942317,absent
37,0.4532494107510772,0.39040027869798627,0.5168115644221603,present
37,0.5062584293254784,0.4424629228904303,0.5657176644555498,absent
38,0.45216401496443787,0.38913376161105095,0.5154398693109994,present
38,0.5044731874765337,0.44075872261084453,0.5642093315619285,absent
39,0.45108334954499874,0.3871939651204067,0.5134798856488922,present
39,0.5027300085962527,0.43937178525505943,0.5630891925448382,absent
40,0.45003530122285895,0.38715499246020096,0.5135299786866087,present
40,0.5009143914741856,0.43751235297973945,0.5616939095790383,absent
41,0.44893923331801666,0.3867677797585582,0.5131068007928122,present
41,0.4991292746470756,0.43544651578169424,0.56004471760048,absent
42,0.4477921454067619,0.3856288713774418,0.5118846495414793,present
42,0.49741236188199783,0.43374709611191026,0.5587683364816364,absent
43,0.4467210631609038,0.38421678223352457,0.5103989891825976,present
43,0.49568366631841904,0.4324780907474785,0.5578541521820232,absent
44,0.4456449270036485,0.3835221702243117,0.5098271253266136,present
44,0.4939013401467953,0.4306860880213342,0.5563600885571048,absent
45,0.44456928420245284,0.3822513614214154,0.5087079986898745,present
45,0.4921589830396135,0.4288193825836168,0.5550850445503914,absent
46,0.4435016857501125,0.38203126361349327,0.5087765248411882,present
46,0.49041510245597586,0.42726653552530675,0.5539048397396467,absent
47,0.4424389475897955,0.37810668480206344,0.504745870072947,present
47,0.48869861015476923,0.42492113771302886,0.5518944207051021,absent
48,0.44135286954329167,0.3794639090771901,0.5064483177184338,present
48,0.48695538272380956,0.4241444019513356,0.5514433236888711,absent
49,0.44022414548082295,0.3778484967725749,0.5050021164825903,present
49,0.4852018845079728,0.42204571433456983,0.5496905529504353,absent
50,0.4391511805929013,0.3769309298603587,0.5041383123863761,present
50,0.48348204120819693,0.42012167829004404,0.5481790521914264,absent
51,0.43804513761668973,0.3760305244666607,0.5034571075524403,present
51,0.4818097200330606,0.4190135612695839,0.547600327144821,absent
52,0.437023664577904,0.3742339040001049,0.5018150258844764,present
52,0.48013613526173987,0.41693657344532964,0.5459896222044557,absent
53,0.4359631443404429,0.3730149416971049,0.5008431636332625,present
53,0.47838540757209774,0.4134925622870799,0.5430562038484334,absent
54,0.43488227081854486,0.3719414396264473,0.4999753369997272,present
54,0.47665669649583225,0.41195759888592465,0.5419427538014728,absent
55,0.43383750077882366,0.37145080704336303,0.49964213660639256,present
55,0.4749580973686219,0.40984813452620994,0.5404641903547671,absent
56,0.43282604598527996,0.36984548618118035,0.4982243344512378,present
56,0.4733003875970379,0.4078700364465137,0.5390587533230423,absent
57,0.43176807937547124,0.36909426869466566,0.49782479275254893,present
57,0.4716426929140069,0.40819366279078534,0.539906186512042,absent
58,0.4306735167047616,0.3668222002124013,0.49563698840277726,present
58,0.47000199240168156,0.4058692048370289,0.5380873268752177,absent
59,0.4296627790166636,0.36549019117681564,0.4945886217999977,present
59,0.46835694032517244,0.4026028051424606,0.5351523457815495,absent
60,0.428606153302103,0.3636132261155621,0.49282939699366873,present
60,0.4667746832557685,0.4019427406180023,0.5349822139014115,absent
61,0.42761900968241656,0.36063931905761343,0.489914732184651,present
61,0.46511548966430116,0.4002250010675965,0.5336807834274621,absent
62,0.42659446340458157,0.3619799179069404,0.4917601919763686,present
62,0.46348833223934505,0.39876892620519655,0.5327335421176946,absent
63,0.42553490412634576,0.3587286935317639,0.48855801249881775,present
63,0.4618621545629011,0.3965704022781938,0.5311207901212452,absent
64,0.4245218485482984,0.3598105260742356,0.4899288155988949,present
64,0.4601972573395189,0.39430012484655547,0.5292576447286376,absent
65,0.4235389993032903,0.35868045724881903,0.48891950852192484,present
65,0.45853624954287103,0.39258793049456125,0.5277946556677464,absent
66,0.42249941244203204,0.35462416375325484,0.4848829236648444,present
66,0.45697701013598885,0.38876508354144007,0.5243345525480397,absent
67,0.4214827732167964,0.35363661796666906,0.4840390743191467,present
67,0.4554281476049919,0.3876465596766326,0.5235965101113736,absent
68,0.4204971884105282,0.3548116783236772,0.4856805258852347,present
68,0.4538904904172904,0.3861449812829034,0.5224279535025697,absent
69,0.4195115846399272,0.3546265481444744,0.4856671764762641,present
69,0.4523445469060389,0.3845331455994033,0.5212791920306561,absent
70,0.41848194537972516,0.3531075218270708,0.4842702433521848,present
70,0.45079847859352834,0.3830442757332086,0.5202016372534283,absent
71,0.4175092083319637,0.3521909111722761,0.48351711557295307,present
71,0.44927545742416725,0.38179030084774185,0.5193964574451349,absent
72,0.4164922530718868,0.3501955159236016,0.48164746254039237,present
72,0.44776794691470306,0.3797961115315261,0.5177712979148511,absent
73,0.41546282372069915,0.348891226864951,0.48044134040270603,present
73,0.4462712601355152,0.3771532472980622,0.5154035758733464,absent
74,0.41443918957993686,0.35026817183007086,0.4820544600433194,present
74,0.4447694302687472,0.37719871020842843,0.5158455761351125,absent
75,0.4134593944648402,0.34949795210640244,0.48133485539265336,present
75,0.44334696110472044,0.3759527535110862,0.5150216737050938,absent
76,0.4124406969582591,0.34828472006497296,0.4802899683493761,present
76,0.4419494779877865,0.3739148088117403,0.5133365624330907,absent
77,0.41147330532794124,0.34711377728455867,0.47931654834800624,present
77,0.44053105122329855,0.36854919708509803,0.5079562105420673,absent
78,0.4105149638580342,0.34631780184536703,0.47872290882439245,present
78,0.43909947485137535,0.3670987169424656,0.5068214746753038,absent
79,0.40958910377291197,0.3452446430086106,0.4777974393274695,present
79,0.437696057170988,0.36624904055570445,0.5061402918676424,absent
80,0.4086116393594362,0.34458641287442104,0.4773476890711398,present
80,0.4362976912938692,0.36360750405650255,0.5038423196357207,absent
81,0.40759208724138446,0.3428615882450105,0.4756757298333386,present
81,0.4349316062974162,0.3624731760261446,0.5029273401249761,absent
82,0.4066368342496165,0.3423189463560563,0.4752265989241543,present
82,0.4336054861225402,0.3612765334722539,0.5018462846043948,absent
83,0.40569870575000627,0.3411748702842469,0.474170043927494,present
83,0.4322415522858986,0.3601109061386678,0.5009657118437898,absent
84,0.40473633727422326,0.34036654919081616,0.47355227498719377,present
84,0.4309327028485961,0.3587350842763513,0.4998246433312157,absent
85,0.4037826384605539,0.3384800559091466,0.47173534904230097,present
85,0.42963421361910104,0.35865572996930833,0.49997780083596427,absent
86,0.4027986554360546,0.3377362070161908,0.47123694983091,present
86,0.4283769033031352,0.3572942000166372,0.4987909708586452,absent
87,0.40187885623639663,0.33699125689042236,0.4706391144752852,present
87,0.42711097481154825,0.3563610798637321,0.49815147948872485,absent
88,0.4009339089383122,0.3350456528019135,0.46874054193637377,present
88,0.4258713164679404,0.355100969263184,0.4970858685287198,absent
89,0.40002133256318106,0.334004048794364,0.46784436254435213,present
89,0.4246424771891278,0.3535681289499738,0.49573008738958707,absent
90,0.39910650501674466,0.334730898726026,0.4688779362324609,present
90,0.42333897580066765,0.3524872072738383,0.49484831829502374,absent
91,0.3981761873082112,0.3321458139856742,0.46614500488919447,present
91,0.42214274338002694,0.34964825206444944,0.4919376454446711,absent
92,0.39728156950563787,0.3311503309675963,0.4651890304876011,present
92,0.4209753091155099,0.3490192352069726,0.49161689921054275,absent
93,0.39635981813501825,0.33113582194573143,0.4655471152117629,present
93,0.4198183006715611,0.3479747086751762,0.4905512102133634,absent
94,0.3954574188503399,0.3308092709060617,0.465350008989283,present
94,0.4187651942610352,0.34663687138605626,0.4894503380359082,absent
95,0.394574445011271,0.3283203730927451,0.46293781240462767,present
95,0.41758646130522664,0.34580183057917113,0.4887856337646943,absent
96,0.3937396983142793,0.32908255834416855,0.46406525504922824,present
96,0.41646113063895385,0.3449167366608427,0.48806632772449904,absent
97,0.39286551277223974,0.32772475165427195,0.4627557629255408,present
97,0.41534086949224064,0.34384178753789985,0.48708957786818446,absent
98,0.39199160283171725,0.3268855696673907,0.46199992487883296,present
98,0.41426269325949094,0.3433132136323753,0.4868822189221042,absent
99,0.3911360582807118,0.32654373864530667,0.4619782485830222,present
99,0.4132057266534723,0.3422692374413398,0.48609281230377316,absent
100,0.3903119010985578,0.32585800535322423,0.4615284919996385,present
100,0.4121927728328237,0.3413482615102484,0.48531083429486427,absent
101,0.3894390406799652,0.32434001172879345,0.4601487885883471,present
101,0.41122623036373185,0.33942421437482867,0.48364434073431223,absent
102,0.38863241367187934,0.32330270511385306,0.45932052490950487,present
102,0.41028364955159685,0.3392240166294402,0.48384924396480417,absent
103,0.387838975184734,0.3227776263233386,0.45909840869130547,present
103,0.4093695137114245,0.3379780292210267,0.4828328864674658,absent
104,0.3870600684353168,0.32184290882554956,0.4584071037937898,present
104,0.40838060970419926,0.3363616931355815,0.4814048242055987,absent
105,0.3862386895748488,0.3206236417698517,0.4573403016504018,present
105,0.4075046737200636,0.33507484034951895,0.4806108539846498,absent
106,0.38543892549203973,0.32009766882886603,0.4571790559865071,present
106,0.4065816506807858,0.334525139329886,0.4804878702771245,absent
107,0.3847164929090813,0.31939297199639005,0.456785104358802,present
107,0.4057819479295959,0.3332315200863233,0.4795203564553988,absent
108,0.3838915964584573,0.3179408895976699,0.4553696081997755,present
108,0.404955429573623,0.33207252695765177,0.4787385618055012,absent
109,0.3831050583461296,0.3172603136359876,0.4551517253883031,present
109,0.4041787118402435,0.3306791295115656,0.47771852756109856,absent
110,0.3822961297307547,0.3162981120150636,0.4543679541777325,present
