contrast,midtime,estimate,lower.HPD,upper.HPD
absent effect,61,0.28041929357187106,-0.2588249649626094,0.7887260635644191
present effect,61,-0.28041929357187106,-0.7887260635644191,0.2588249649626094
absent effect,62,0.28294040355917144,-0.2565631338376743,0.7927733523002581
present effect,62,-0.28294040355917144,-0.7927733523002581,0.2565631338376743
absent effect,63,0.28557411878073735,-0.25108434520943246,0.7995243776738719
present effect,63,-0.28557411878073735,-0.7995243776738719,0.25108434520943246
absent effect,64,0.28778191767551914,-0.25077802348402745,0.8018992909978695
present effect,64,-0.28778191767551914,-0.8018992909978695,0.25077802348402745
absent effect,65,0.29043447804946887,-0.2562906658567796,0.7991726317541481
present effect,65,-0.29043447804946887,-0.7991726317541481,0.2562906658567796
absent effect,66,0.29275664386560707,-0.2554776606543036,0.8028047039915838
present effect,66,-0.29275664386560707,-0.8028047039915838,0.2554776606543036
absent effect,67,0.29515657876749146,-0.23662388081506217,0.8242566266531366
present effect,67,-0.29515657876749146,-0.8242566266531366,0.23662388081506217
absent effect,68,0.29748363954065643,-0.24309122416011086,0.8197234044782232
present effect,68,-0.29748363954065643,-0.8197234044782232,0.24309122416011086
absent effect,69,0.30017904314382315,-0.24023655163494562,0.8245614498954528
present effect,69,-0.30017904314382315,-0.8245614498954528,0.24023655163494562
absent effect,70,0.3024727603796631,-0.24288776940412857,0.8246864465157462
present effect,70,-0.3024727603796631,-0.8246864465157462,0.24288776940412857
absent effect,71,0.3050766295580498,-0.24513447256061166,0.8245241904416677
present effect,71,-0.3050766295580498,-0.8245241904416677,0.24513447256061166
absent effect,72,0.3067633181235856,-0.24472880749607256,0.8259651182293934
present effect,72,-0.3067633181235856,-0.8259651182293934,0.24472880749607256
absent effect,73,0.3087226662280448,-0.24358144799691858,0.8304282764025952
present effect,73,-0.3087226662280448,-0.8304282764025952,0.24358144799691858
absent effect,74,0.3111572630228475,-0.23529117882950956,0.8408464643975635
present effect,74,-0.3111572630228475,-0.8408464643975635,0.23529117882950956
absent effect,75,0.313637830229942,-0.2382729621646691,0.8400945721662695
present effect,75,-0.313637830229942,-0.8400945721662695,0.2382729621646691
absent effect,76,0.3156245476522206,-0.2376374085019474,0.8432932802813531
present effect,76,-0.3156245476522206,-0.8432932802813531,0.2376374085019474
absent effect,77,0.317738492826514,-0.23475042829753323,0.848066215232811
present effect,77,-0.317738492826514,-0.848066215232811,0.23475042829753323
absent effect,78,0.31975593147285597,-0.2308911396796916,0.8536856121188503
present effect,78,-0.31975593147285597,-0.8536856121188503,0.2308911396796916
absent effect,79,0.3219412505951133,-0.23014501721771907,0.8573112707615012
present effect,79,-0.3219412505951133,-0.8573112707615012,0.23014501721771907
absent effect,80,0.3234496939707667,-0.2298907899365085,0.8616931698239118
present effect,80,-0.3234496939707667,-0.8616931698239118,0.2298907899365085
absent effect,81,0.32504083786344284,-0.2235864828713795,0.8704805291079301
present effect,81,-0.32504083786344284,-0.8704805291079301,0.2235864828713795
absent effect,82,0.32698106284205675,-0.22278611731633483,0.8739744718307129
present effect,82,-0.32698106284205675,-0.8739744718307129,0.22278611731633483
absent effect,83,0.32880552700141724,-0.232537240807606,0.8673801300979723
present effect,83,-0.32880552700141724,-0.8673801300979723,0.232537240807606
absent effect,84,0.33055239960848737,-0.23796412121048127,0.865349622356665
present effect,84,-0.33055239960848737,-0.865349622356665,0.23796412121048127
absent effect,85,0.3326025798559407,-0.22648632918042258,0.879286445332925
present effect,85,-0.3326025798559407,-0.879286445332925,0.22648632918042258
absent effect,86,0.3343153263045817,-0.22718593284011607,0.8819467519947094
present effect,86,-0.3343153263045817,-0.8819467519947094,0.22718593284011607
absent effect,87,0.3359558504917306,-0.22125666432016897,0.8909258030017715
present effect,87,-0.3359558504917306,-0.8909258030017715,0.22125666432016897
absent effect,88,0.33718207327007954,-0.2317190997851953,0.8825698089443775
present effect,88,-0.33718207327007954,-0.8825698089443775,0.2317190997851953
absent effect,89,0.3391637524867135,-0.23307244518381975,0.8836297892630447
present effect,89,-0.3391637524867135,-0.8836297892630447,0.23307244518381975
absent effect,90,0.34111482435324225,-0.21301184923166827,0.9068112980693364
present effect,90,-0.34111482435324225,-0.9068112980693364,0.21301184923166827
absent effect,91,0.34269286252921255,-0.2150534073770111,0.9071107957704116
present effect,91,-0.34269286252921255,-0.9071107957704116,0.2150534073770111
absent effect,92,0.34415307325687683,-0.21699357593544838,0.9064368612376164
present effect,92,-0.34415307325687683,-0.9064368612376164,0.21699357593544838
absent effect,93,0.3460061387545802,-0.21547941442795043,0.9102854203351897
present effect,93,-0.3460061387545802,-0.9102854203351897,0.21547941442795043
absent effect,94,0.34743869184303455,-0.2125213113991259,0.9155656972673327
present effect,94,-0.34743869184303455,-0.9155656972673327,0.2125213113991259
absent effect,95,0.3491058745349118,-0.21155649968563373,0.9184654554839093
present effect,95,-0.3491058745349118,-0.9184654554839093,0.21155649968563373
absent effect,96,0.35068733547628506,-0.20689311545053357,0.9255542921055008
present effect,96,-0.35068733547628506,-0.9255542921055008,0.20689311545053357
absent effect,97,0.3523128125520527,-0.2093360964049786,0.9260547349807571
present effect,97,-0.3523128125520527,-0.9260547349807571,0.2093360964049786
absent effect,98,0.3535483057952544,-0.20401495163617706,0.934216420202791
present effect,98,-0.3535483057952544,-0.934216420202791,0.20401495163617706
absent effect,99,0.3545703944453408,-0.21454587861440588,0.926033704209733
present effect,99,-0.3545703944453408,-0.926033704209733,0.21454587861440588
absent effect,100,0.3557844780528805,-0.20337757128045153,0.9400457732530851
present effect,100,-0.3557844780528805,-0.9400457732530851,0.20337757128045153
absent effect,101,0.3570186536584231,-0.2037022085367819,0.9416987597294395
